pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2026-08-03,95.4,1.74,5.71,"Garcia, Brandyn",650859,805299,field_out,hit_into_play,,,,,4,"Luis Rengifo grounds out, shortstop Geraldo Perdomo to first baseman Ildemaro Vargas.",R,R,L,AZ,SD,X,6,ground_ball,0,1,2026,0.25,0.61,-0.5590476906715632,2.1704791330453785,,,,2,9,Top,104.87,156.08,,,,,-6.426584748410313,-138.85849540545703,-4.815572795646284,4.620017813109433,30.51768969990414,-23.405243656550848,3.087483596,1.558169291,5,81.1,-25,94.1,2255,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.06,0.06,0.058,0.0,1,0,0,2,70,2,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,131,0.001,-0.216,70.4,6.8,,0.061,0.216,88.0,4,-4,0.999,0.001,26,29,26,29,1,3,3,1,4,1,1.89,0.25,-0.25,18.7,-1.4579547655737726,7.659154356123739,36.96943114088461,30.586372895439787,22.993222753166805
FC,2026-08-03,95.5,1.61,5.69,"Garcia, Brandyn",650859,805299,,foul,,,,,1,,R,R,L,AZ,SD,S,,,0,0,2026,0.22,0.72,-0.588633889901608,3.0912247913752022,,,,2,9,Top,,,,,,,-6.115663591516418,-138.97734859310722,-2.659805282395978,4.200973107188109,29.25396030216174,-22.46745968493403,3.087483596,1.558169291,186,67.5,49,94.2,2341,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.14,,,,,,,,70,1,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,125,0.0,-0.044,61.4,6.0,,,0.044,88.0,4,-4,0.999,0.001,26,29,26,29,1,3,3,1,4,1,1.77,0.22,-0.22,17.0,-4.7929181095115005,24.9803392001514,29.334678955301747,28.030440988340057,15.569009308064135
ST,2026-08-03,87.9,1.7,5.52,"Garcia, Brandyn",701538,805299,field_out,hit_into_play,,,,,5,Jackson Merrill pops out to shortstop Geraldo Perdomo.,R,L,L,AZ,SD,X,6,popup,0,2,2026,-1.11,0.18,-0.0436067579388251,2.572511727024289,,,,1,9,Top,78.07,146.91,,,,,-1.79770515641497,-127.87541190538012,-1.1161559080484482,-11.635803295946086,30.48978488765057,-30.212653495597372,3.320054134,1.675541339,178,88.7,64,85.9,2451,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.13,0.011,0.013,0.0,1,0,0,3,69,3,Sweeper,5,1,1,5,1,5,1,5,Standard,Standard,283,0.003,-0.163,76.9,7.2,,0.018,0.163,88.7,4,-4,0.996,0.004,26,23,26,23,1,3,3,1,4,1,2.81,-1.11,-1.11,15.1,13.146163898792198,-5.267646476348536,34.043331791106304,35.54015350236363,35.510737882086815
ST,2026-08-03,88.7,1.61,5.54,"Garcia, Brandyn",701538,805299,,swinging_strike,,,,,13,,R,L,L,AZ,SD,S,,,0,1,2026,-1.12,0.1,-1.7854026406358892,1.557826529284387,,,,1,9,Top,,,,,,,-5.720429009213855,-128.89275391022076,-3.4878711452204545,-10.847223855162566,32.222461800422,-30.410124947912188,3.320054134,1.675541339,,,,86.7,2500,5.5,825095,543510,545121,606466,571448,672695,694374,678489,682998,54.96,,,,,,,,69,2,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,281,0.001,-0.058,68.5,8.2,4.785250728,,0.058,,4,-4,0.995,0.005,26,23,26,23,1,3,3,1,4,1,2.85,-1.12,-1.12,17.1,17.708158706421568,-4.5464693583931455,33.6825302432715,55.58506329305,35.22604213033284
FC,2026-08-03,95.0,1.56,5.69,"Garcia, Brandyn",701538,805299,,called_strike,,,,,6,,R,L,L,AZ,SD,S,,,0,0,2026,0.2,0.69,0.7510945536515135,2.711438357443285,,,,1,9,Top,,,,,,,-2.4930390901574544,-138.36367829874382,-3.5220421200038556,3.0766732355771307,29.425345262864052,-22.676511962181507,3.320054134,1.675541339,,,,93.5,2205,5.3,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.25,,,,,,,,69,1,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,127,0.001,-0.041,,,,,0.041,,4,-4,0.994,0.006,26,23,26,23,1,3,3,1,4,1,1.82,0.2,0.2,17.8,,,,,
ST,2026-08-03,87.1,1.97,5.56,"Garcia, Brandyn",664034,805299,field_out,hit_into_play,,,,,6,Ty France flies out to right fielder Corbin Carroll.,R,R,L,AZ,SD,X,9,fly_ball,2,2,2026,-0.91,0.51,0.35175365843671,2.258145168967021,,,,0,9,Top,181.15,66.4,,,,,-1.8974605984312816,-126.89270238496714,-2.5799432902769537,-9.40394897865747,27.51572102118916,-26.31536867175503,3.10328084,1.566141732,355,98.8,34,85.7,2558,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.07,0.323,0.643,0.0,1,0,0,5,68,7,Sweeper,5,1,1,5,1,5,1,5,Strategic,Standard,268,0.008,-0.233,75.3,7.7,,1.225,0.233,98.8,4,-4,0.986,0.014,26,31,26,32,1,3,3,1,4,1,2.5,-0.91,0.91,15.2,4.796299873345249,2.756500102873415,32.231842457823916,38.73894106387607,30.01545845120052
SI,2026-08-03,97.4,1.6,5.68,"Garcia, Brandyn",664034,805299,,foul,,,,,3,,R,R,L,AZ,SD,S,,,2,2,2026,1.35,0.59,0.8211781904873239,2.6487162391290004,,,,0,9,Top,,,,,,,-5.119155092593603,-141.63513864120236,-3.709077304186611,19.29537569796478,35.16011367721502,-23.528757335576692,3.10328084,1.566141732,270,79.8,41,95.4,2292,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.13,,,,,,,,68,6,Sinker,5,1,1,5,1,5,1,5,Strategic,Standard,121,0.0,0.0,67.1,7.2,,,0.0,88.0,4,-4,0.986,0.014,26,31,26,32,1,3,3,1,4,1,1.83,1.35,-1.35,18.4,1.981906809218664,17.96253265518617,30.45132498951938,43.730265325076346,16.305015622494142
SI,2026-08-03,96.8,1.59,5.71,"Garcia, Brandyn",664034,805299,,foul,,,,,5,,R,R,L,AZ,SD,S,,,2,2,2026,1.43,-0.21,-0.0655002796744128,2.565854880744301,,,,0,9,Top,,,,,,,-7.548758230378901,-140.6306992387215,-2.0424314116160183,20.768311686069307,35.60083343212237,-34.618799170016324,3.10328084,1.566141732,2,75.8,-49,94.7,2408,5.4,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.11,,,,,,,,68,5,Sinker,5,1,1,5,1,5,1,5,Strategic,Standard,123,0.0,0.0,66.2,6.8,,,0.0,88.0,4,-4,0.986,0.014,26,31,26,32,1,3,3,1,4,1,2.67,1.43,-1.43,19.7,17.541954413837377,17.9847132937197,27.54897682079358,33.117348498340874,19.129014840931248
ST,2026-08-03,88.3,1.63,5.54,"Garcia, Brandyn",664034,805299,,ball,,,,,13,,R,R,L,AZ,SD,B,,,1,2,2026,-0.48,0.38,-0.2340328625074224,1.2055851507004571,,,,0,9,Top,,,,,,,-3.4279042904564427,-128.54411916027576,-4.959574140213418,-4.593896550168391,26.918749463114107,-27.16792669128975,3.10328084,1.566141732,,,,87.1,2571,5.5,825095,543510,545121,606466,571448,672695,694374,678489,682998,54.98,,,,,,,,68,4,Sweeper,5,1,1,5,1,5,1,5,Strategic,Standard,278,-0.002,0.046,,,,,-0.046,,4,-4,0.988,0.012,26,31,26,32,1,3,3,1,4,1,2.55,-0.48,0.48,15.5,,,,,
SI,2026-08-03,96.7,1.65,5.71,"Garcia, Brandyn",664034,805299,,swinging_strike,,,,,2,,R,R,L,AZ,SD,S,,,1,1,2026,1.49,0.21,0.0553501744669429,3.046926587061942,,,,0,9,Top,,,,,,,-7.478289092964039,-140.62285786210666,-1.758765408159073,21.466226514544704,34.61785940127722,-29.220251486790207,3.10328084,1.566141732,,,,94.5,2382,5.2,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.29,,,,,,,,68,3,Sinker,5,1,1,5,1,5,1,5,Strategic,Standard,121,0.003,-0.061,65.2,5.6,1.134190488,,0.061,,4,-4,0.985,0.015,26,31,26,32,1,3,3,1,4,1,2.25,1.49,-1.49,18.7,-6.753999234019521,40.61024408232026,33.96113111844047,34.55426793031352,10.10351526251621
FC,2026-08-03,94.4,1.74,5.67,"Garcia, Brandyn",664034,805299,,foul,,,,,5,,R,R,L,AZ,SD,S,,,1,0,2026,0.19,0.79,-0.275038452373132,2.372074700906291,,,,0,9,Top,,,,,,,-5.5030172655232725,-137.38763750030066,-4.465211998325467,3.520337874953656,28.216481917301415,-21.354434570399867,3.10328084,1.566141732,195,76.6,18,93.3,2351,5.5,825095,543510,545121,606466,571448,672695,694374,678489,682998,55.03,,,,,,,,68,2,Cutter,5,1,1,5,1,5,1,5,Strategic,Standard,126,0.002,-0.056,69.5,6.4,,,0.056,88.0,4,-4,0.983,0.017,26,31,26,32,1,3,3,1,4,1,1.75,0.19,-0.19,17.9,-8.935850124019035,24.789631362314545,43.01739611693982,30.723680573628673,15.158985993161576
